ibge,A170,A171,A172,A173,A174,A175,A176,A177,A178,A179,A180,A181,A182,A183,A184,A185,A186,A187,A188,A189,A190,A191,A192,A193,A194,A195,A196,A197,A198,A199,A200,A201,A202,A203,A204,A205,A206,A207,A208,A209,A210,A211,A212,A213,A214,A215,A216,A217,A218,A219,A220,A221,A222,A223,A224,A740,A740A
320060,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2004,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,50001 até 100000,5
320070,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,1997,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,5001 até 10000,2
320080,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,20001 até 50000,4
320090,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1994,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,20001 até 50000,4
320100,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320110,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,1997,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
320115,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320120,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1963,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,100001 até 500000,6
320130,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1990,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,100001 até 500000,6
320140,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,1963,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
320150,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,100001 até 500000,6
320160,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,1994,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,20001 até 50000,4
320170,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,10001 até 20000,3
320180,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1998,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,5001 até 10000,2
320190,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,1992,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
320200,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,2007,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,5001 até 10000,2
320210,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
320220,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
320225,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2001,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320230,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,1997,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,20001 até 50000,4
320240,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não aplicável,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1994,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,100001 até 500000,6
320245,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,1996,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,20001 até 50000,4
320250,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1994,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,10001 até 20000,3
320255,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,1992,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
320260,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320265,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2005,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320270,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,1993,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
320280,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
320290,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,10001 até 20000,3
320300,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,1996,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
320305,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,20001 até 50000,4
320310,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320313,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320316,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,10001 até 20000,3
320320,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,100001 até 500000,6
320330,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,10001 até 20000,3
320332,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,1997,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,20001 até 50000,4
320334,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1993,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320335,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Sim,Sim,Não,Não,10001 até 20000,3
320340,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,2007,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,20001 até 50000,4
320350,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,1998,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10001 até 20000,3
320360,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1994,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,5001 até 10000,2
320370,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,10001 até 20000,3
320380,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não aplicável,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,10001 até 20000,3
320390,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
320400,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1993,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,10001 até 20000,3
320405,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,2005,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,20001 até 50000,4
320410,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,1990,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,20001 até 50000,4
320420,Secretaria exclusiva,Sim,Não aplicável,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10001 até 20000,3
320425,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
320430,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,10001 até 20000,3
320435,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1996,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,10001 até 20000,3
320440,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
320450,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2004,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,10001 até 20000,3
320455,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,20001 até 50000,4
320460,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,20001 até 50000,4
320465,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
320470,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,20001 até 50000,4
320480,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1996,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,10001 até 20000,3
320490,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,1995,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,100001 até 500000,6
